
A B-Premise HighQuality
la I-Premise HighQuality
exploración I-Premise HighQuality
presenta I-Premise HighQuality
importante I-Premise HighQuality
hematoma I-Premise HighQuality
palpebral, I-Premise HighQuality
hiposfagma, I-Premise HighQuality
diplopia I-Premise HighQuality
a I-Premise HighQuality
la I-Premise HighQuality
visión I-Premise HighQuality
superior I-Premise HighQuality
con I-Premise HighQuality
limitación I-Premise HighQuality
de I-Premise HighQuality
la I-Premise HighQuality
versión I-Premise HighQuality
superior I-Premise HighQuality
del I-Premise HighQuality
globo I-Premise HighQuality
ocular. I-Premise HighQuality

¿Qué O 
sospecharía? O 

1- O 
Fractura B-Claim HighQuality
de I-Claim HighQuality
la I-Claim HighQuality
pared I-Claim HighQuality
inferior I-Claim HighQuality
del I-Claim HighQuality
suelo I-Claim HighQuality
de I-Claim HighQuality
la I-Claim HighQuality
órbita I-Claim HighQuality
con I-Claim HighQuality
atrapamiento I-Claim HighQuality
del I-Claim HighQuality
músculo I-Claim HighQuality
recto I-Claim HighQuality
inferior. I-Claim HighQuality

2- O 
Fractura B-Claim HighQuality
del I-Claim HighQuality
arco I-Claim HighQuality
cigomático. I-Claim HighQuality

3- O 
Fractura B-Claim HighQuality
de I-Claim HighQuality
la I-Claim HighQuality
pared I-Claim HighQuality
superior I-Claim HighQuality
de I-Claim HighQuality
la I-Claim HighQuality
órbita I-Claim HighQuality
con I-Claim HighQuality
atrapamiento I-Claim HighQuality
del I-Claim HighQuality
músculo I-Claim HighQuality
recto I-Claim HighQuality
superior. I-Claim HighQuality

4- O 
Fractura B-Claim HighQuality
dentoalveolar. I-Claim HighQuality

5- O 
nan O 

CORRECT O 
ANSWER: O 
1 O 

Esta O 
pregunta O 
tiene O 
una O 
pequeña O 
errata O 
(se O 
diría O 
«al O 
tenis»), O 
pero O 
personalmente O 
me O 
molesta O 
un O 
poco O 
más O 
el O 
error O 
en O 
la O 
descripción O 
de O 
la O 
exploración. O 

Concretamente O 
cuando O 
dicen O 
«diplopia O 
a O 
la O 
visión O 
superior O 
con O 
limitación O 
de O 
la O 
versión O 
superior O 
del O 
globo O 
ocular». O 

Las B-Claim HighQuality
versiones I-Claim HighQuality
son I-Claim HighQuality
movimientos I-Claim HighQuality
bilaterales I-Claim HighQuality
conjugados I-Claim HighQuality
de I-Claim HighQuality
ambos I-Claim HighQuality
ojos. I-Claim HighQuality

Es B-Claim HighQuality
decir, I-Claim HighQuality
una I-Claim HighQuality
versión I-Claim HighQuality
se I-Claim HighQuality
compone I-Claim HighQuality
de I-Claim HighQuality
la I-Claim HighQuality
suma I-Claim HighQuality
de I-Claim HighQuality
dos I-Claim HighQuality
ducciones, I-Claim HighQuality
ya I-Claim HighQuality
que I-Claim HighQuality
la I-Claim HighQuality
ducción I-Claim HighQuality
es I-Claim HighQuality
el I-Claim HighQuality
movimiento I-Claim HighQuality
de I-Claim HighQuality
un I-Claim HighQuality
solo I-Claim HighQuality
ojo. I-Claim HighQuality

Cuando B-Claim HighQuality
exploras I-Claim HighQuality
las I-Claim HighQuality
versiones, I-Claim HighQuality
concretamente I-Claim HighQuality
la I-Claim HighQuality
versión I-Claim HighQuality
superior I-Claim HighQuality
o I-Claim HighQuality
supraversión, I-Claim HighQuality
ambos I-Claim HighQuality
ojos I-Claim HighQuality
giran I-Claim HighQuality
hacia I-Claim HighQuality
arriba. I-Claim HighQuality

En B-Claim HighQuality
ese I-Claim HighQuality
momento, I-Claim HighQuality
puedes I-Claim HighQuality
encontrar I-Claim HighQuality
una I-Claim HighQuality
limitación I-Claim HighQuality
del I-Claim HighQuality
movimiento I-Claim HighQuality
de I-Claim HighQuality
un I-Claim HighQuality
ojo. I-Claim HighQuality

En B-Premise HighQuality
este I-Premise HighQuality
caso, I-Premise HighQuality
al I-Premise HighQuality
explorar I-Premise HighQuality
la I-Premise HighQuality
supraversión, I-Premise HighQuality
sospechas I-Premise HighQuality
o I-Premise HighQuality
detectas I-Premise HighQuality
una I-Premise HighQuality
limitación I-Premise HighQuality
en I-Premise HighQuality
el I-Premise HighQuality
movimiento I-Premise HighQuality
del I-Premise HighQuality
ojo I-Premise HighQuality
izquierdo. I-Premise HighQuality

Y B-Claim HighQuality
a I-Claim HighQuality
esto I-Claim HighQuality
lo I-Claim HighQuality
llamaríamos I-Claim HighQuality
una I-Claim HighQuality
limitación I-Claim HighQuality
a I-Claim HighQuality
la I-Claim HighQuality
supraducción I-Claim HighQuality
de I-Claim HighQuality
ese I-Claim HighQuality
ojo. I-Claim HighQuality

No O 
tiene O 
sentido O 
hablar O 
de O 
limitación O 
a O 
la O 
versión O 
del O 
globo O 
ocular, O 
porque O 
la O 
versión O 
siempre O 
es O 
de O 
ambos O 
globos O 
oculares. O 

Vale O 
que O 
se O 
entiende, O 
pero O 
es O 
un O 
error O 
importante O 
de O 
concepto O 
que O 
no O 
debería O 
cometer O 
en O 
que O 
redacta O 
la O 
pregunta O 
(que O 
se O 
supone O 
que O 
es O 
un O 
experto O 
en O 
la O 
materia).Pero O 
bueno, O 
como O 
no O 
creo O 
que O 
sea O 
motivo O 
para O 
impugnar O 
la O 
pregunta, O 
sigamos. O 

Se B-Premise HighQuality
trata I-Premise HighQuality
de I-Premise HighQuality
un I-Premise HighQuality
paciente I-Premise HighQuality
que I-Premise HighQuality
ha I-Premise HighQuality
recibido I-Premise HighQuality
un I-Premise HighQuality
golpe. I-Premise HighQuality

Las O 
cuatro O 
respuestas O 
son O 
fracturas, O 
así O 
que O 
tenemos O 
bastante O 
definido O 
el O 
cuadro. O 

El B-Premise HighQuality
hematoma I-Premise HighQuality
palpebral I-Premise HighQuality
y I-Premise HighQuality
el I-Premise HighQuality
hiposfagma I-Premise HighQuality
(hemorragia I-Premise HighQuality
subconjuntival) I-Premise HighQuality
no I-Premise HighQuality
nos I-Premise HighQuality
aporta I-Premise HighQuality
el I-Premise HighQuality
dato I-Premise HighQuality
clave. I-Premise HighQuality

Lo B-Premise HighQuality
importante I-Premise HighQuality
es I-Premise HighQuality
que I-Premise HighQuality
el I-Premise HighQuality
ojo I-Premise HighQuality
que I-Premise HighQuality
ha I-Premise HighQuality
recibido I-Premise HighQuality
el I-Premise HighQuality
golpe I-Premise HighQuality
no I-Premise HighQuality
sube, I-Premise HighQuality
y O 
por B-Claim HighQuality
tanto I-Claim HighQuality
hay I-Claim HighQuality
visión I-Claim HighQuality
doble I-Claim HighQuality
en I-Claim HighQuality
la I-Claim HighQuality
mirada I-Claim HighQuality
superior. I-Claim HighQuality

Podría B-Claim HighQuality
ser I-Claim HighQuality
tentador I-Claim HighQuality
contestar I-Claim HighQuality
la I-Claim HighQuality
3, I-Claim HighQuality
pensando B-Premise HighQuality
que I-Premise HighQuality
al I-Premise HighQuality
atraparse I-Premise HighQuality
el I-Premise HighQuality
recto I-Premise HighQuality
superior, I-Premise HighQuality
este I-Premise HighQuality
no I-Premise HighQuality
funciona I-Premise HighQuality
y I-Premise HighQuality
por I-Premise HighQuality
eso I-Premise HighQuality
el I-Premise HighQuality
ojo I-Premise HighQuality
no I-Premise HighQuality
puede I-Premise HighQuality
subir. I-Premise HighQuality

Sin B-Claim HighQuality
embargo, I-Claim HighQuality
los I-Claim HighQuality
músculos I-Claim HighQuality
atrapados I-Claim HighQuality
en I-Claim HighQuality
una I-Claim HighQuality
fractura I-Claim HighQuality
no I-Claim HighQuality
pierden I-Claim HighQuality
automáticamente I-Claim HighQuality
su I-Claim HighQuality
acción I-Claim HighQuality
muscular. I-Claim HighQuality

Lo B-Claim HighQuality
que I-Claim HighQuality
pasa I-Claim HighQuality
es I-Claim HighQuality
que I-Claim HighQuality
precisamente I-Claim HighQuality
se I-Claim HighQuality
atrapan, I-Claim HighQuality
quedan I-Claim HighQuality
«enganchados», I-Claim HighQuality
y I-Claim HighQuality
no I-Claim HighQuality
pueden I-Claim HighQuality
estirarse. I-Claim HighQuality

El B-Claim HighQuality
problema I-Claim HighQuality
es I-Claim HighQuality
que I-Claim HighQuality
se I-Claim HighQuality
ha I-Claim HighQuality
roto I-Claim HighQuality
la I-Claim HighQuality
pared I-Claim HighQuality
inferior, I-Claim HighQuality
se I-Claim HighQuality
ha I-Claim HighQuality
atrapado I-Claim HighQuality
el I-Claim HighQuality
recto I-Claim HighQuality
inferior, I-Claim HighQuality
y I-Claim HighQuality
cuando I-Claim HighQuality
el I-Claim HighQuality
ojo I-Claim HighQuality
debe I-Claim HighQuality
mirar I-Claim HighQuality
hacia I-Claim HighQuality
arriba, I-Claim HighQuality
este I-Claim HighQuality
recto I-Claim HighQuality
inferior I-Claim HighQuality
no I-Claim HighQuality
se I-Claim HighQuality
puede I-Claim HighQuality
estirar I-Claim HighQuality
como I-Claim HighQuality
es I-Claim HighQuality
debido. I-Claim HighQuality

No B-Claim HighQuality
se I-Claim HighQuality
trata I-Claim HighQuality
de I-Claim HighQuality
parálisis, I-Claim HighQuality
sino I-Claim HighQuality
un I-Claim HighQuality
problema I-Claim HighQuality
restrictivo. I-Claim HighQuality

También O 
podría O 
contestarse O 
esta O 
pregunta O 
por O 
descarte. O 

Las B-Claim HighQuality
opciones I-Claim HighQuality
2 I-Claim HighQuality
y I-Claim HighQuality
4 I-Claim HighQuality
podemos I-Claim HighQuality
ignorarlas I-Claim HighQuality
porque O 
están B-Claim HighQuality
demasiado I-Claim HighQuality
lejos I-Claim HighQuality
de I-Claim HighQuality
los I-Claim HighQuality
músculos I-Claim HighQuality
extraoculares I-Claim HighQuality
para I-Claim HighQuality
producir I-Claim HighQuality
diplopia. I-Claim HighQuality

Y B-Claim HighQuality
en I-Claim HighQuality
cuanto I-Claim HighQuality
a I-Claim HighQuality
las I-Claim HighQuality
paredes I-Claim HighQuality
de I-Claim HighQuality
la I-Claim HighQuality
órbita, I-Claim HighQuality
las I-Claim HighQuality
que I-Claim HighQuality
se I-Claim HighQuality
rompen I-Claim HighQuality
con I-Claim HighQuality
más I-Claim HighQuality
frecuencia I-Claim HighQuality
es I-Claim HighQuality
la I-Claim HighQuality
pared I-Claim HighQuality
inferior I-Claim HighQuality
y I-Claim HighQuality
medial. I-Claim HighQuality

La B-Claim HighQuality
pared I-Claim HighQuality
superior I-Claim HighQuality
se I-Claim HighQuality
rompe I-Claim HighQuality
muy I-Claim HighQuality
raramente. I-Claim HighQuality

QUESTION O 
TYPE: O 
OPHTHALMOLOGY O 

CLINICAL O 
CASE: O 

Un B-Premise HighQuality
hombre I-Premise HighQuality
con I-Premise HighQuality
miopía I-Premise HighQuality
magna, I-Premise HighQuality
de I-Premise HighQuality
47 I-Premise HighQuality
años, I-Premise HighQuality
intervenido I-Premise HighQuality
de I-Premise HighQuality
cataratas I-Premise HighQuality
hace I-Premise HighQuality
2 I-Premise HighQuality
años I-Premise HighQuality
acude I-Premise HighQuality
a I-Premise HighQuality
urgencias I-Premise HighQuality
refiriendo I-Premise HighQuality
una I-Premise HighQuality
pérdida I-Premise HighQuality
profunda I-Premise HighQuality
e I-Premise HighQuality
indolora I-Premise HighQuality
de I-Premise HighQuality
la I-Premise HighQuality
visión I-Premise HighQuality
en I-Premise HighQuality
su I-Premise HighQuality
ojo I-Premise HighQuality
derecho. I-Premise HighQuality

¿Cuál O 
de O 
los O 
siguientes O 
diagnósticos O 
puede O 
provocar O 
esta O 
sintomatología? O 

1- O 
Endoftalmitis B-Claim HighQuality
postquirúrgica. I-Claim HighQuality

2- O 
Desprendimiento B-Claim HighQuality
de I-Claim HighQuality
retina. I-Claim HighQuality

3- O 
Degeneración B-Claim HighQuality
macular I-Claim HighQuality
asociada I-Claim HighQuality
a I-Claim HighQuality
la I-Claim HighQuality
edad, I-Claim HighQuality
forma I-Claim HighQuality
húmeda. I-Claim HighQuality

4- O 
Desprendimiento B-Claim HighQuality
posterior I-Claim HighQuality
de I-Claim HighQuality
vítreo. I-Claim HighQuality

5- O 
nan O 

CORRECT O 
ANSWER: O 
2 O 

Se B-Premise HighQuality
refiere I-Premise HighQuality
a I-Premise HighQuality
un I-Premise HighQuality
paciente I-Premise HighQuality
post I-Premise HighQuality
operado I-Premise HighQuality
hace I-Premise HighQuality
2 I-Premise HighQuality
años I-Premise HighQuality
de I-Premise HighQuality
catarata I-Premise HighQuality
con I-Premise HighQuality
perdida I-Premise HighQuality
profunda I-Premise HighQuality
e I-Premise HighQuality
indolora I-Premise HighQuality
en I-Premise HighQuality
OD. I-Premise HighQuality

La B-Claim HighQuality
endoftalmitis I-Claim HighQuality
postquirurgica I-Claim HighQuality
se I-Claim HighQuality
asocia I-Claim HighQuality
mas I-Claim HighQuality
a I-Claim HighQuality
pacientes I-Claim HighQuality
en I-Claim HighQuality
post I-Claim HighQuality
operatorio I-Claim HighQuality
inmediato, I-Claim HighQuality
ademas B-Premise HighQuality
de I-Premise HighQuality
ser I-Premise HighQuality
muy I-Premise HighQuality
dolorosa I-Premise HighQuality
con I-Premise HighQuality
disminucion I-Premise HighQuality
de I-Premise HighQuality
la I-Premise HighQuality
agudeza I-Premise HighQuality
visual I-Premise HighQuality
rapidamente I-Premise HighQuality
progresiva I-Premise HighQuality
porlo O 
que O 
no B-Claim HighQuality
es I-Claim HighQuality
correcta. I-Claim HighQuality

El B-Claim HighQuality
Desprendimiento I-Claim HighQuality
de I-Claim HighQuality
retina I-Claim HighQuality
es I-Claim HighQuality
coherente I-Claim HighQuality
con I-Claim HighQuality
el I-Claim HighQuality
caso I-Claim HighQuality
clinico I-Claim HighQuality
por O 
tratarse B-Premise HighQuality
ademas I-Premise HighQuality
de I-Premise HighQuality
un I-Premise HighQuality
paciente I-Premise HighQuality
miope I-Premise HighQuality
quienes I-Premise HighQuality
suelen I-Premise HighQuality
tener I-Premise HighQuality
especial I-Premise HighQuality
predisposicion I-Premise HighQuality
al I-Premise HighQuality
desprendimiento. I-Premise HighQuality

La B-Claim HighQuality
DMRE I-Claim HighQuality
suele I-Claim HighQuality
ocurrir I-Claim HighQuality
en I-Claim HighQuality
pacientes I-Claim HighQuality
mayores I-Claim HighQuality
y I-Claim HighQuality
la I-Claim HighQuality
disminucion I-Claim HighQuality
de I-Claim HighQuality
la I-Claim HighQuality
vision I-Claim HighQuality
es I-Claim HighQuality
progresiva. I-Claim HighQuality

En B-Claim HighQuality
el I-Claim HighQuality
DVP I-Claim HighQuality
puede I-Claim HighQuality
o I-Claim HighQuality
no I-Claim HighQuality
haber I-Claim HighQuality
leve I-Claim HighQuality
disminucion I-Claim HighQuality
de I-Claim HighQuality
la I-Claim HighQuality
agudeza I-Claim HighQuality
visual I-Claim HighQuality
y I-Claim HighQuality
el I-Claim HighQuality
paciente I-Claim HighQuality
suele I-Claim HighQuality
referir I-Claim HighQuality
cierto I-Claim HighQuality
disconfort I-Claim HighQuality
o I-Claim HighQuality
dolor I-Claim HighQuality
al I-Claim HighQuality
inicio I-Claim HighQuality
del I-Claim HighQuality
cuadro I-Claim HighQuality
clinico. I-Claim HighQuality

QUESTION O 
TYPE: O 
NEUROLOGY O 
AND O 
THORACIC O 
SURGERY O 

CLINICAL O 
CASE: O 

Un B-Premise HighQuality
paciente I-Premise HighQuality
diagnosticado I-Premise HighQuality
previamente I-Premise HighQuality
de I-Premise HighQuality
EPOC I-Premise HighQuality
acude I-Premise HighQuality
a I-Premise HighQuality
urgencia I-Premise HighQuality
spor I-Premise HighQuality
un I-Premise HighQuality
cuadro I-Premise HighQuality
de I-Premise HighQuality
3 I-Premise HighQuality
días I-Premise HighQuality
de I-Premise HighQuality
duración I-Premise HighQuality
con I-Premise HighQuality
aumento I-Premise HighQuality
de I-Premise HighQuality
su I-Premise HighQuality
disnea I-Premise HighQuality
habitual I-Premise HighQuality
hasata I-Premise HighQuality
hacerse I-Premise HighQuality
de I-Premise HighQuality
reposo, I-Premise HighQuality
tos I-Premise HighQuality
con I-Premise HighQuality
expectoración I-Premise HighQuality
blanquecina I-Premise HighQuality
y I-Premise HighQuality
somnolencia I-Premise HighQuality
acentuada. I-Premise HighQuality

Tras B-Premise HighQuality
recibir I-Premise HighQuality
tratamiento I-Premise HighQuality
con I-Premise HighQuality
oxígeno I-Premise HighQuality
a I-Premise HighQuality
bajas I-Premise HighQuality
concentraciones, I-Premise HighQuality
broncodilatadores I-Premise HighQuality
y I-Premise HighQuality
coticoides I-Premise HighQuality
se I-Premise HighQuality
realiza I-Premise HighQuality
una I-Premise HighQuality
segunda I-Premise HighQuality
gasometría I-Premise HighQuality
arterial I-Premise HighQuality
con I-Premise HighQuality
fracción I-Premise HighQuality
inspiratoria I-Premise HighQuality
de I-Premise HighQuality
oxígeno I-Premise HighQuality
al I-Premise HighQuality
28% I-Premise HighQuality
que I-Premise HighQuality
muestra I-Premise HighQuality
un I-Premise HighQuality
pH I-Premise HighQuality
de I-Premise HighQuality
7.32, I-Premise HighQuality
pO2 I-Premise HighQuality
61 I-Premise HighQuality
mmHg, I-Premise HighQuality
pCO2 I-Premise HighQuality
58 I-Premise HighQuality
mmHg, I-Premise HighQuality
HCO3- I-Premise HighQuality
29 I-Premise HighQuality
mmol/l I-Premise HighQuality

¿Cuál O 
sería O 
la O 
interpretación O 
que O 
haría O 
usted O 
de O 
la O 
gasometría O 
arterial O 
y O 
qué O 
tratamietno O 
utilizaría? O 

1- O 
Aumentaría B-Claim HighQuality
el I-Claim HighQuality
flujo I-Claim HighQuality
de I-Claim HighQuality
oxígeno I-Claim HighQuality
porque I-Claim HighQuality
tiene I-Claim HighQuality
acidosis I-Claim HighQuality
respiratoria I-Claim HighQuality
aguda I-Claim HighQuality
e I-Claim HighQuality
hipoxemia. I-Claim HighQuality

2- O 
Iniciaría B-Claim HighQuality
ventilación I-Claim HighQuality
mecánica I-Claim HighQuality
no I-Claim HighQuality
invasiva I-Claim HighQuality
porque I-Claim HighQuality
tiene I-Claim HighQuality
una I-Claim HighQuality
insuficiencia I-Claim HighQuality
respiratoria I-Claim HighQuality
hipercápnica I-Claim HighQuality
aguda I-Claim HighQuality
con I-Claim HighQuality
acidosis I-Claim HighQuality
respiratoria I-Claim HighQuality
moderada. I-Claim HighQuality

3- O 
Añadiría B-Claim HighQuality
bicarbonato I-Claim HighQuality
sódico I-Claim HighQuality
para I-Claim HighQuality
corregir I-Claim HighQuality
la I-Claim HighQuality
acidosis I-Claim HighQuality
metabólica I-Claim HighQuality
aguda. I-Claim HighQuality

4- O 
El B-Claim HighQuality
paciente I-Claim HighQuality
no I-Claim HighQuality
tiene I-Claim HighQuality
insuficiencia I-Claim HighQuality
respiratoria I-Claim HighQuality
por I-Claim HighQuality
lo I-Claim HighQuality
que I-Claim HighQuality
continuaría I-Claim HighQuality
con I-Claim HighQuality
la I-Claim HighQuality
misma I-Claim HighQuality
pauta I-Claim HighQuality
farmacológica. I-Claim HighQuality

5- O 
Añadiría B-Claim HighQuality
aminofilina I-Claim HighQuality
intravenosa I-Claim HighQuality
como I-Claim HighQuality
estimulante I-Claim HighQuality
respiratorio, I-Claim HighQuality
ya I-Claim HighQuality
que I-Claim HighQuality
aprecio I-Claim HighQuality
hipoxemia I-Claim HighQuality
e I-Claim HighQuality
hipercapnia. I-Claim HighQuality

CORRECT O 
ANSWER: O 
4 O 

Esta O 
es O 
una O 
pregunta O 
con O 
muy O 
mala O 
leche, O 
apostaré O 
a O 
una O 
respuesta, O 
pero O 
dependiendo O 
de O 
datos O 
que O 
no O 
nos O 
dan O 
podrían B-Claim HighQuality
valer I-Claim HighQuality
tres I-Claim HighQuality
respuestas I-Claim HighQuality
como I-Claim HighQuality
válidas. I-Claim HighQuality

La B-Premise HighQuality
trampa I-Premise HighQuality
consiste I-Premise HighQuality
en I-Premise HighQuality
que I-Premise HighQuality
nos I-Premise HighQuality
dan I-Premise HighQuality
la I-Premise HighQuality
clínica I-Premise HighQuality
de I-Premise HighQuality
inicio I-Premise HighQuality
SIN I-Premise HighQuality
GASOMETRÍA I-Premise HighQuality
y I-Premise HighQuality
luego I-Premise HighQuality
nos I-Premise HighQuality
dan I-Premise HighQuality
la I-Premise HighQuality
gasometría I-Premise HighQuality
de I-Premise HighQuality
después I-Premise HighQuality
SIN I-Premise HighQuality
CLÍNICA, I-Premise HighQuality
así O 
no B-Claim HighQuality
hay I-Claim HighQuality
forma I-Claim HighQuality
de I-Claim HighQuality
saber I-Claim HighQuality
cuál I-Claim HighQuality
ha I-Claim HighQuality
sido I-Claim HighQuality
la I-Claim HighQuality
evolución I-Claim HighQuality
del I-Claim HighQuality
paciente I-Claim HighQuality
con I-Claim HighQuality
nuestro I-Claim HighQuality
tratamiento I-Claim HighQuality
por O 
lo O 
que O 
es B-Claim HighQuality
imposible I-Claim HighQuality
acertar I-Claim HighQuality
qué I-Claim HighQuality
hacer. I-Claim HighQuality

Si B-Premise HighQuality
el I-Premise HighQuality
paciente I-Premise HighQuality
inicialmente I-Premise HighQuality
venía I-Premise HighQuality
con I-Premise HighQuality
una I-Premise HighQuality
gasometría I-Premise HighQuality
con I-Premise HighQuality
pH I-Premise HighQuality
de I-Premise HighQuality
7,05 I-Premise HighQuality
y I-Premise HighQuality
ahora I-Premise HighQuality
tiene I-Premise HighQuality
la I-Premise HighQuality
que I-Premise HighQuality
nos I-Premise HighQuality
dan, I-Premise HighQuality
lo I-Premise HighQuality
estamos I-Premise HighQuality
haciendo I-Premise HighQuality
bien I-Premise HighQuality
(aunque I-Premise HighQuality
tampoco I-Premise HighQuality
nos I-Premise HighQuality
dicen I-Premise HighQuality
el I-Premise HighQuality
intervalo I-Premise HighQuality
de I-Premise HighQuality
tiempo I-Premise HighQuality
entre I-Premise HighQuality
una I-Premise HighQuality
cosa I-Premise HighQuality
y I-Premise HighQuality
otra) I-Premise HighQuality
y, O 
en B-Claim HighQuality
este I-Claim HighQuality
caso, I-Claim HighQuality
podría I-Claim HighQuality
valer I-Claim HighQuality
seguir I-Claim HighQuality
con I-Claim HighQuality
el I-Claim HighQuality
mismo I-Claim HighQuality
tratamiento. I-Claim HighQuality

Si B-Premise HighQuality
no I-Premise HighQuality
ha I-Premise HighQuality
evolucionado I-Premise HighQuality
nada, I-Premise HighQuality
la I-Premise HighQuality
clínica I-Premise HighQuality
es I-Premise HighQuality
igual I-Premise HighQuality
y I-Premise HighQuality
la I-Premise HighQuality
gasometría I-Premise HighQuality
al I-Premise HighQuality
principio I-Premise HighQuality
era I-Premise HighQuality
parecida I-Premise HighQuality
habría B-Claim HighQuality
que I-Claim HighQuality
hacer I-Claim HighQuality
algo I-Claim HighQuality
(también O 
dependiendo O 
del O 
estado O 
basal O 
del O 
paciente, O 
que O 
tampoco O 
nos O 
cuentan). O 

En B-Claim HighQuality
caso I-Claim HighQuality
de I-Claim HighQuality
decidirnos I-Claim HighQuality
por I-Claim HighQuality
hacer I-Claim HighQuality
algo, I-Claim HighQuality
en I-Claim HighQuality
la I-Claim HighQuality
actualidad I-Claim HighQuality
puede I-Claim HighQuality
ser I-Claim HighQuality
que I-Claim HighQuality
nos I-Claim HighQuality
decidiéramos I-Claim HighQuality
por I-Claim HighQuality
la I-Claim HighQuality
ventilación I-Claim HighQuality
más I-Claim HighQuality
que I-Claim HighQuality
por I-Claim HighQuality
la I-Claim HighQuality
teofilina I-Claim HighQuality
aunque B-Premise HighQuality
con I-Premise HighQuality
"tan I-Premise HighQuality
poca" I-Premise HighQuality
alteración I-Premise HighQuality
del I-Premise HighQuality
pH I-Premise HighQuality
(y I-Premise HighQuality
más I-Premise HighQuality
si I-Premise HighQuality
pensamos I-Premise HighQuality
que I-Premise HighQuality
es I-Premise HighQuality
un I-Premise HighQuality
crónico I-Premise HighQuality
que I-Premise HighQuality
quizá I-Premise HighQuality
tiene I-Premise HighQuality
una I-Premise HighQuality
gasometría I-Premise HighQuality
basal I-Premise HighQuality
parecida I-Premise HighQuality
a I-Premise HighQuality
la I-Premise HighQuality
que I-Premise HighQuality
nos I-Premise HighQuality
presentan) I-Premise HighQuality
puede I-Premise HighQuality
parecer I-Premise HighQuality
"exagerado". I-Premise HighQuality

"Contra" B-Claim HighQuality
la I-Claim HighQuality
teofilina I-Claim HighQuality
no I-Claim HighQuality
tenemos I-Claim HighQuality
nada I-Claim HighQuality
(no I-Claim HighQuality
nos I-Claim HighQuality
cuentan I-Claim HighQuality
ninguna I-Claim HighQuality
contraindicación), I-Claim HighQuality
pero I-Claim HighQuality
en I-Claim HighQuality
la I-Claim HighQuality
actualidad I-Claim HighQuality
es I-Claim HighQuality
raro I-Claim HighQuality
recurrir I-Claim HighQuality
a I-Claim HighQuality
ella. I-Claim HighQuality

1: B-Claim HighQuality
Errónea, I-Claim HighQuality
es B-Premise HighQuality
un I-Premise HighQuality
paciente I-Premise HighQuality
“retenedor” I-Premise HighQuality
y I-Premise HighQuality
aumentando I-Premise HighQuality
el I-Premise HighQuality
flujo I-Premise HighQuality
de I-Premise HighQuality
O2 I-Premise HighQuality
es I-Premise HighQuality
altamente I-Premise HighQuality
posible I-Premise HighQuality
que I-Premise HighQuality
aumentase I-Premise HighQuality
también I-Premise HighQuality
la I-Premise HighQuality
hipercapnia I-Premise HighQuality
y, I-Premise HighQuality
por I-Premise HighQuality
tanto, I-Premise HighQuality
la I-Premise HighQuality
acidosis. I-Premise HighQuality

2: B-Claim HighQuality
Nos I-Claim HighQuality
quedaremos I-Claim HighQuality
con I-Claim HighQuality
esta I-Claim HighQuality
como I-Claim HighQuality
correcta. I-Claim HighQuality

3: B-Claim HighQuality
¡No I-Claim HighQuality
es I-Claim HighQuality
una I-Claim HighQuality
acidosis I-Claim HighQuality
metabólica!, I-Claim HighQuality
el B-Premise HighQuality
bicarbonato I-Premise HighQuality
no I-Premise HighQuality
está I-Premise HighQuality
disminuído, I-Premise HighQuality
al I-Premise HighQuality
contrario, I-Premise HighQuality
está I-Premise HighQuality
ligeramente I-Premise HighQuality
aumentado I-Premise HighQuality
intentando I-Premise HighQuality
compensar I-Premise HighQuality
la I-Premise HighQuality
acidosis I-Premise HighQuality
respiratoria. I-Premise HighQuality

4: B-Claim HighQuality
No I-Claim HighQuality
llega I-Claim HighQuality
a I-Claim HighQuality
insuficiencia I-Claim HighQuality
respiratoria I-Claim HighQuality
por I-Claim HighQuality
definición I-Claim HighQuality
(pO2 I-Claim HighQuality
60), I-Claim HighQuality
pero I-Claim HighQuality
tiene I-Claim HighQuality
hipercapnia I-Claim HighQuality
y I-Claim HighQuality
ligera I-Claim HighQuality
acidosis. I-Claim HighQuality

Si B-Premise HighQuality
supiéramos I-Premise HighQuality
la I-Premise HighQuality
primera I-Premise HighQuality
gasometría I-Premise HighQuality
y I-Premise HighQuality
esta I-Premise HighQuality
estuviese I-Premise HighQuality
mucho I-Premise HighQuality
peor I-Premise HighQuality
(es I-Premise HighQuality
decir, I-Premise HighQuality
estuviese I-Premise HighQuality
evolucionando I-Premise HighQuality
muy I-Premise HighQuality
bien) I-Premise HighQuality
seguir I-Premise HighQuality
con I-Premise HighQuality
la I-Premise HighQuality
misma I-Premise HighQuality
medicación I-Premise HighQuality
sería I-Premise HighQuality
una I-Premise HighQuality
opción, I-Premise HighQuality
¡¡falta B-Premise HighQuality
ese I-Premise HighQuality
dato!!, I-Premise HighQuality
en O 
todo O 
caso O 
parece O 
una O 
respuesta O 
trampa. O 

5: B-Claim HighQuality
En I-Claim HighQuality
la I-Claim HighQuality
actualidad I-Claim HighQuality
y I-Claim HighQuality
-ya I-Claim HighQuality
comentado- I-Claim HighQuality
teniendo I-Claim HighQuality
en I-Claim HighQuality
cuenta I-Claim HighQuality
que I-Claim HighQuality
no I-Claim HighQuality
hay I-Claim HighQuality
contraindicación I-Claim HighQuality
formal, I-Claim HighQuality
no I-Claim HighQuality
se I-Claim HighQuality
suele I-Claim HighQuality
